name,brand,opening_hours,lat,lon,city,state,warehouse_id,customer_id,segment,geofence_radius_m
Coppel,,"Mo-Sa 10:00-20:00, Su 9:30-15:00",20.588178,-100.3936387,Santiago de Queretaro,Queretaro,CED001,0289810428,silver,150
Coppel,,10:00-20:00,25.5803389,-100.0011904,Cadereyta,Nuevo Leon,CED002,0831304566,gold,150
Coppel,Coppel,,25.5340423,-103.250767,Matamoros,Coahuila,CED002,0483371941,bronze,150
Coppel,Coppel,,19.7974339,-99.1034465,Zumpango,Mexico,CED001,0757187189,gold,150
Coppel Valle Alto,,,24.804292,-107.4651045,Culiacancito,Sinaloa,CED002,0020702942,silver,150
Coppel y Zorro,,,19.4405714,-99.2498461,Naucalpan de Juarez,Mexico,CED001,0258467952,silver,150
Coppel,Coppel,,31.8661281,-116.6229556,Ensenada,Baja California,CED002,0107105869,gold,150
Coppel 8 de Julio,,Mo-Su 10:00-22:00,20.5844787,-103.3857069,Paseo del Prado,Jalisco,CED001,0050973636,gold,150
Coppel,Coppel,,25.7439714,-100.1750224,Apodaca,Nuevo Leon,CED002,0437268827,bronze,150
Coppel,Coppel,,19.3078362,-99.1647003,Tlalpan,Mexico City,CED001,0690674513,silver,150
Coppel,Coppel,,14.892996,-92.2756797,Tapachula,Chiapas,CED003,0256280296,bronze,150
Coppel,Coppel,Mo-Sa 10:00-20:30; Su 10:00-16:00,18.9001366,-96.9979019,Fortin de las Flores,Veracruz,CED001,0151758019,silver,150
Coppel,Coppel,,20.4454828,-97.3239965,Papantla de Olarte,Veracruz,CED001,0497171181,silver,150
Coppel,Coppel,,20.6893901,-88.2007685,Valladolid,Yucatan,CED003,0075555668,gold,150
Coppel,,Mo-Th 09:30-20:00; Fr-Sa 09:30-20:30; Su 10:00-17:00; PH off,20.5272121,-103.3785501,Villas de la Hacienda [Fraccionamiento],Jalisco,CED001,0443087140,silver,150
Coppel,Coppel,,20.6499018,-103.3407647,Tlaquepaque,Jalisco,CED001,0928980381,bronze,150
Coppel,Coppel,,25.6730165,-100.3144055,Monterrey,Nuevo Leon,CED002,0298049114,bronze,150
Coppel,Coppel,,19.5407797,-96.907525,Xalapa de Enriquez,Veracruz,CED001,0927986302,bronze,150
Coppel,Coppel,,20.7312766,-105.2818634,San Clemente de Lima,Nayarit,CED001,0729700549,gold,150
Coppel,Coppel,,25.6716776,-100.3148264,Monterrey,Nuevo Leon,CED002,0309129159,silver,150
Coppel,Coppel,,25.6726675,-100.3184174,Monterrey,Nuevo Leon,CED002,0564977737,silver,150
Coppel,,,24.7635594,-107.453953,El Diez,Sinaloa,CED002,0063000073,silver,150
Coppel,Coppel,,19.5621974,-97.2451122,Perote,Veracruz,CED001,0407096982,silver,150
Coppel,Coppel,09:00-22:00,18.4506224,-96.3523017,Rancho Grande,Oaxaca,CED003,0274511766,silver,150
Coppel,Coppel,09:00-22:00,18.4478891,-96.3570426,Rancho Grande,Oaxaca,CED003,0197488078,silver,150
Coppel,,,19.272262,-99.4603384,Ocoyoacac,Morelos,CED001,0218074363,bronze,150
Coppel,Coppel,,19.2893598,-99.6951884,San Jose Barbabosa,Mexico,CED001,0415172377,gold,150
Coppel,,,25.5478967,-103.4759454,Gomez Palacio,Durango,CED002,0228170025,silver,150
Coppel Villa Vivero,,,25.5464359,-103.5198256,Ciudad Lerdo,Coahuila,CED002,0751604467,silver,150
Coppel,Coppel,,17.0611968,-96.7269979,Oaxaca de Juarez,Oaxaca,CED003,0129316546,bronze,150
Coppel,Coppel,,20.4486149,-97.0882654,Gutierrez Zamora,Veracruz,CED001,0648796215,silver,150
Coppel,Coppel,Mo-Su 10:00-21:00,18.8360847,-97.146439,Nogales,Veracruz,CED001,0121726822,silver,150
Coppel,Coppel,,19.3276767,-98.9467958,San Isidro,Mexico,CED001,0805046254,silver,150
Coppel,Coppel,,21.5159934,-104.8909564,Tepic,Nayarit,CED001,0104813061,bronze,150
Coppel,Coppel,,21.1442844,-88.1506641,Tizimin,Yucatan,CED003,0137018174,silver,150
Coppel Constitucion,,,31.3233753,-113.5399055,Puerto Penasco,Sonora,CED002,0391962175,gold,150
Coppel carranza,,,26.9020488,-101.4180936,Monclova,Coahuila,CED002,0184509679,bronze,150
Coppel,Coppel,,19.4058526,-102.0537978,Uruapan,Michoacan,CED001,0083437767,silver,150
Coppel San Andrés,,,19.5501287,-99.0747615,Puerto Escondido (Tepeolulco Puerto Escondido),Mexico,CED001,0068071218,bronze,150
Coppel,Coppel,,19.3520593,-99.0783621,Iztapalapa,Mexico City,CED001,0184215213,silver,150
Coppel Las Rosas,,,25.5539611,-103.5063155,Gomez Palacio,Durango,CED002,0389398951,gold,150
Coppel Rio Mayo,,,21.0831012,-101.6404053,San Jose de Duran (Los Troncoso),Guanajuato,CED001,0257868909,bronze,150
Coppel,,,21.1394662,-101.6336194,Medina,Guanajuato,CED001,0568690161,silver,150
Cedis Coppel,,,20.5755983,-103.337258,Las Pintas de Arriba,Jalisco,CED001,0385538292,bronze,150
Cedis Coppel,,,20.5744106,-103.3390105,Las Pintas de Arriba,Jalisco,CED001,0383498354,bronze,150
Coppel Las Pintas,,,20.5698214,-103.3333966,Las Pintas de Arriba,Jalisco,CED001,0979947393,gold,150
Coppel,,Mo-Sa 10:30-20:30; Su 10:00-17:00,20.6562227,-103.4326619,Guadalajara,Jalisco,CED001,0869610855,gold,150
Coppel Mercado del Mar,,,20.7314266,-103.3891589,Zapopan,Jalisco,CED001,0790854593,silver,150
Coppel,Coppel,,18.9233035,-99.2091324,Cuernavaca,Morelos,CED001,0466240264,silver,150
Coppel,Coppel,,20.6090449,-103.3410186,Las Pintas de Arriba,Jalisco,CED001,0122447224,silver,150
Coppel Zapata,,,17.7416713,-91.772792,Emiliano Zapata,Chiapas,CED003,0954844564,silver,150
Coppel,Coppel,,19.7038819,-103.4831799,Ciudad Guzman,Jalisco,CED001,0620154732,silver,150
Coppel Plateros,,,18.5527721,-99.6028008,Taxco de Alarcon,Guerrero,CED003,0874106951,bronze,150
Coppel,Coppel,,20.8158802,-102.752657,Tepatitlan de Morelos,Jalisco,CED001,0211519207,bronze,150
Coppel,,,19.4008376,-99.0615707,Iztacalco,Mexico City,CED001,0597483918,silver,150
Coppel Sur 16,,,19.3948182,-99.0762135,Iztacalco,Mexico City,CED001,0418165195,silver,150
Estacionamiento Coppel,,,19.394598,-99.0762585,Iztacalco,Mexico City,CED001,0919925305,silver,150
Coppel,Coppel,,16.4332489,-95.0207895,Juchitan de Zaragoza,Oaxaca,CED003,0178391688,bronze,150
Coppel,Coppel,,19.3214167,-99.0861314,Iztapalapa,Mexico City,CED001,0509557586,silver,150
Coppel Colosio,,,23.2310039,-106.3878461,Mazatlan,Sinaloa,CED002,0941827825,bronze,150
Coppel,Coppel,,32.4265341,-116.9626348,Villa del Prado 2da Seccion,Baja California,CED002,0498663506,bronze,150
Coppel Corregidora,,,20.6442865,-100.9935536,Santa Cruz de Juventino Rosas,Guanajuato,CED001,0885791940,silver,150
Coppel Pilares,,,19.2783229,-99.5941059,San Salvador Tizatlalli,Mexico,CED001,0148881336,bronze,150
Coppel,Coppel,,31.3228438,-109.5527981,Agua Prieta,Sonora,CED002,0426060924,bronze,150
Coppel,,,20.4520033,-101.5281074,Abasolo,Guanajuato,CED001,0392152556,silver,150
pozo coppel,,,19.6431334,-99.0598708,Alborada Jaltenco,Mexico,CED001,0906507664,silver,150
Coppel,,,19.6772421,-101.2324109,Morelos,Michoacan,CED001,0042840945,gold,150
Coppel,Coppel,,17.553431,-92.9473411,Teapa,Tabasco,CED003,0006539459,silver,150
Coppel,Coppel,,24.0442355,-104.629862,Victoria de Durango,Durango,CED002,0745410484,gold,150
Coppel,Coppel,,20.5255159,-97.4632829,Poza Rica de Hidalgo,Veracruz,CED001,0120298735,bronze,150
Coppel,,,20.4856463,-100.9626911,Cortazar,Guanajuato,CED001,0593643890,gold,150
Coppel,Coppel,,16.7431141,-93.1040965,Tuxtla Gutierrez,Chiapas,CED003,0609027264,bronze,150
Coppel,Coppel,,29.5498798,-104.4224674,Manuel Ojinaga,Chihuahua,CED002,0586734713,gold,150
BanCoppel,Coppel,,21.542318,-105.2818403,San Blas,Nayarit,CED001,0657222122,silver,150
Coppel Independencia,,,22.5705485,-102.2503896,Pozo de Jarillas,Zacatecas,CED001,0786854757,bronze,150
Coppel,Coppel,,19.3596417,-99.0914468,Iztapalapa,Mexico City,CED001,0896180868,silver,150
Coppel,Coppel,,19.3058534,-98.2393577,San Miguel Tlamahuco,Tlaxcala,CED001,0454834827,bronze,150
Coppel,Coppel,,19.4114689,-99.0802489,Iztacalco,Mexico City,CED001,0704913727,silver,150
Coppel,,,18.6060078,-90.7301962,Escarcega,Campeche,CED003,0754167464,bronze,150
Coppel Elías Calles,,,29.0783771,-110.9515386,Hermosillo,Sonora,CED002,0286092027,bronze,150
Coppel Canada Matamoros,,,29.0782567,-110.9521822,Hermosillo,Sonora,CED002,0820485566,bronze,150
Coppel,Coppel,,29.0806897,-110.9538743,Hermosillo,Sonora,CED002,0502586833,gold,150
Coppel,Coppel,,29.0561207,-110.9654968,Hermosillo,Sonora,CED002,0981293023,gold,150
Coppel,,,29.029434,-110.9590381,Hermosillo,Sonora,CED002,0096636667,bronze,150
Coppel López Portillo,,,29.126242,-110.9615239,Hermosillo,Sonora,CED002,0963148698,silver,150
Coppel Lázaro Cárdenas,,,29.1182293,-110.9794957,Hermosillo,Sonora,CED002,0483049365,bronze,150
Coppel Quiroga,,,29.1143773,-111.0218933,Hermosillo,Sonora,CED002,0027414334,gold,150
Coppel,Coppel,Mo-Su 08:00-20:00,32.3676741,-117.0611323,Rosarito,Baja California,CED002,0147120354,silver,150
Coppel,,,19.3646124,-99.0838666,Iztapalapa,Mexico City,CED001,0659320009,bronze,150
Coppel,Coppel,Mo-Su 09:00-20:00,18.520077,-88.3219662,Chetumal,Quintana Roo,CED003,0712281950,gold,150
Coppel,Coppel,,19.6000533,-99.0455456,Ecatepec,Mexico,CED001,0901107865,bronze,150
Coppel,,,20.6236334,-103.3937715,Guadalajara,Jalisco,CED001,0621477658,gold,150
Coppel,,,24.8157665,-107.4261381,Culiacan,Sinaloa,CED002,0508808263,silver,150
COPPEL,,,27.5177155,-99.5629756,Laredo,Texas,Unknown,0625151648,silver,150
Coppel,Coppel,,19.355434,-99.1027115,Iztapalapa,Mexico City,CED001,0304360764,bronze,150
Coppel,Coppel,,22.2504902,-97.8650208,Tampico,Tamaulipas,CED002,0900228465,silver,150
Coppel,Coppel,,20.7320833,-103.4522289,Nuevo Mexico,Jalisco,CED001,0336412968,silver,150
Coppel Manuel Doblado,,,20.7288772,-101.9520519,Ciudad Manuel Doblado,Guanajuato,CED001,0930162160,silver,150
Coppel,Coppel,,21.5108084,-104.8922841,Tepic,Nayarit,CED001,0565598291,silver,150
Coppel Río Bravo,,Mo-Sa 10:00-20:00,19.3690779,-98.9615012,Los Reyes La Paz,Mexico,CED001,0310265873,silver,150
Coppel Puebla,,,21.5112974,-104.8941795,Tepic,Nayarit,CED001,0044734027,silver,150
Coppel,Coppel,,31.6362577,-106.4102729,Socorro,Texas,Unknown,0289941992,silver,150
COPPEL,,,24.7942825,-107.421487,Culiacan,Sinaloa,CED002,0670698546,bronze,150
COPPEL,,,24.7945938,-107.4216823,Culiacan,Sinaloa,CED002,0531838684,bronze,150
Coppel Citadina,,,26.0094051,-98.2752751,Vamos Tamaulipas,Tamaulipas,CED002,0427067652,silver,150
Coppel,Coppel,,31.656197,-106.4316891,Ciudad Juarez,Chihuahua,CED002,0180804424,gold,150
Coppel,Coppel,,19.2987155,-98.9514018,San Miguel Xico Viejo,Mexico,CED001,0125229564,silver,150
Coppel Solidaridad,,,19.2796849,-98.9109111,Chalco de Diaz Covarrubias,Mexico,CED001,0220531131,bronze,150
Coppel,Coppel,,19.27808,-98.9451787,San Miguel Xico Viejo,Mexico,CED001,0115905998,bronze,150
Coppel,Coppel,,19.2619518,-98.8986086,Chalco de Diaz Covarrubias,Mexico,CED001,0518085769,silver,150
Coppel,Coppel,Mo-Sa 10:00-20:30; Su 10:00-16:00,18.8921775,-96.9315482,Cordoba,Veracruz,CED001,0644317221,silver,150
Coppel,Coppel,Mo-Sa 10:00-20:30; Su 10:00-16:00,18.8886673,-96.934781,Cordoba,Veracruz,CED001,0296756040,silver,150
Coppel,Coppel,Mo-Su 10:00-21:00,18.8459506,-97.1046845,Orizaba,Veracruz,CED001,0560902621,gold,150
Coppel,Coppel,,19.1502946,-96.9622984,Huatusco de Chicuellar,Veracruz,CED001,0848788488,silver,150
Coppel,Coppel,,19.3566633,-99.1159382,Colonia Nativitas,Mexico City,CED001,0182267983,silver,150
Coppel,Coppel,Mo-Su 10:00-21:00,19.0726309,-97.0427966,Heroica Coscomatepec de Bravo,Veracruz,CED001,0737918718,gold,150
Coppel Atzacoalco,,,19.5018629,-99.0944873,Gustavo A. Madero,Mexico City,CED001,0946489771,gold,150
Coppel,,,31.8596016,-116.6052646,Ensenada,Baja California,CED002,0347581102,silver,150
Coppel,Coppel,,31.6341579,-106.3907971,Socorro,Texas,Unknown,0434936512,bronze,150
Coppel,Coppel,Mo-Sa 10:00-20:30; Su 10:00-15:00,18.8938151,-96.9325797,Cordoba,Veracruz,CED001,0226912726,gold,150
Coppel,Coppel,,18.5257773,-88.2928098,Chetumal,Quintana Roo,CED003,0582463825,silver,150
Coppel,,,21.9444151,-105.2977472,San Vicente,Nayarit,CED001,0865690997,bronze,150
Coppel,Coppel,Mo-Su 10:00-21:00,18.9004816,-96.9605627,San Jose de Abajo [Unidad Habitacional],Veracruz,CED001,0531454086,bronze,150
Coppel,Coppel,Mo-Su 10:00-21:00,18.8055841,-97.1788394,Ciudad Mendoza,Veracruz,CED001,0313677305,silver,150
Centro de Distribución de Coppel,,,19.6335821,-99.0485689,Ecatepec,Mexico,CED001,0222699916,bronze,150
Coppel,Coppel,,21.2362824,-104.8991762,Compostela,Nayarit,CED001,0618581608,silver,150
coppel apan,,,19.7113994,-98.4525556,Apan,Hidalgo,CED001,0349344786,bronze,150
Coppel,Coppel,,20.0621235,-97.0542121,Martinez de la Torre,Veracruz,CED001,0904679002,bronze,150
Coppel,Coppel,,30.3733006,-109.6884023,Nacozari Viejo,Sonora,CED002,0993772376,bronze,150
Coppel,Coppel,,19.0892649,-96.1527518,Fraccionamiento Arboledas San Ramon,Veracruz,CED001,0413614509,silver,150
Coppel,Coppel,,19.2656531,-98.856283,San Jeronimo Cuatro Vientos,Mexico,CED001,0163763570,silver,150
Coppel,,,20.7356184,-99.3840177,Zimapan,Hidalgo,CED001,0376701645,gold,150
Coppel,Coppel,,22.1509099,-100.9482525,San Luis Potosi,San Luis Potosi,CED001,0714974742,gold,150
Coppel,Coppel,,25.6800724,-100.2528991,Guadalupe,Nuevo Leon,CED002,0163342226,bronze,150
Coppel,Coppel,,18.9202801,-99.1968387,Loma Bonita,Morelos,CED001,0703392198,bronze,150
Coppel,Coppel,,17.9938588,-94.5759096,Minatitlan,Veracruz,CED001,0949681406,gold,150
Coppel,Coppel,,19.7892875,-99.0535464,Arbolada los Sauces,Mexico,CED001,0941713015,silver,150
Coppel,Coppel,,18.6161261,-99.1780217,Jojutla,Morelos,CED001,0882118708,bronze,150
Coppel,Coppel,,19.617879,-99.02727,Santo Tomas Chiconautla,Mexico,CED001,0398814003,silver,150
Coppel,Coppel,,19.6179372,-99.066972,Ecatepec,Mexico,CED001,0807754213,silver,150
Coppel,Coppel,,25.7776405,-103.2720913,Jaboncillo,Coahuila,CED002,0687325828,gold,150
Coppel,Coppel,,19.2106175,-96.2234866,Fraccionamiento Geovillas los Pinos,Veracruz,CED001,0821164102,bronze,150
Coppel,,,18.5298136,-92.6377048,Frontera,Tabasco,CED003,0149117778,gold,150
Coppel,Coppel,,17.9847737,-94.5450967,Minatitlan,Veracruz,CED001,0075483266,silver,150
Coppel,Coppel,,19.3764326,-99.0784574,Iztapalapa,Mexico City,CED001,0428170314,silver,150
Coppel,Coppel,,19.1796102,-96.1556925,Veracruz,Veracruz,CED001,0082723146,silver,150
Coppel,Coppel,,25.7958355,-100.583201,Garcia,Nuevo Leon,CED002,0789809614,bronze,150
Coppel,Coppel,,20.5289494,-99.8991424,Tequisquiapan,Queretaro,CED001,0657615846,silver,150
Coppel,Coppel,,25.79042,-100.5810939,Garcia,Nuevo Leon,CED002,0532105673,silver,150
Coppel,Coppel,,19.6230882,-99.3162671,Nicolas Romero,Mexico,CED001,0404404644,gold,150
Coppel,Coppel,Mo-Su 10:00-20:00,18.9630237,-99.6427711,Villa Guerrero,Mexico,CED001,0235567072,bronze,150
Coppel Aztecas,,,31.6615254,-106.4724966,Ciudad Juarez,Chihuahua,CED002,0147898154,bronze,150
Coppel,Coppel,,21.9223149,-102.2885526,Cartagena [Fraccionamiento],Aguascalientes,CED001,0076185150,silver,150
Coppel,Coppel,,17.5428194,-99.5015568,Chilpancingo de los Bravos,Guerrero,CED003,0020048589,gold,150
Coppel Libramiento,,,31.6270919,-106.3543353,Socorro,Texas,Unknown,0475871768,silver,150
Coppel,Coppel,,18.8628509,-97.1092939,Union y Progreso,Veracruz,CED001,0472155352,gold,150
Coppel,Coppel,Mo-Sa 10:00-20:00; Su 10:30-18:00,31.3007983,-110.9390997,Nogales,Sonora,CED002,0064408490,gold,150
Coppel,Coppel,,31.291115,-110.9457991,Nogales,Sonora,CED002,0677072649,bronze,150
Coppel,Coppel,,18.2746571,-93.2196422,Comalcalco,Tabasco,CED003,0708966526,silver,150
Coppel,Coppel,,18.2633911,-93.2241707,Comalcalco,Tabasco,CED003,0491568927,gold,150
Coppel,Coppel,,22.1568497,-100.9792567,San Luis Potosi,San Luis Potosi,CED001,0604861209,gold,150
Coppel,Coppel,,31.6760839,-106.4585985,Ciudad Juarez,Chihuahua,CED002,0719557664,silver,150
Coppel,Coppel,,19.6084051,-99.0180354,Santo Tomas Chiconautla,Mexico,CED001,0685804816,bronze,150
Coppel,Coppel,,18.8322765,-99.1879204,Emiliano Zapata,Morelos,CED001,0608862419,silver,150
Avenida Ernesto Coppel Campaña,,,23.3318961,-106.4833854,El Habal,Sinaloa,CED002,0544996376,silver,150
Avenida Ernesto Coppel Campaña,,,23.3225043,-106.4803051,El Habal,Sinaloa,CED002,0111923074,gold,150
Bodega Coppel,,,18.8291474,-97.0906538,Jalapilla,Veracruz,CED001,0321519790,gold,150
Coppel Recursos Hidráulicos,,,19.6404829,-99.058789,Alborada Jaltenco,Mexico,CED001,0194916597,bronze,150
Coppel,Coppel,,23.7502232,-99.1563456,Ciudad Victoria,Tamaulipas,CED002,0212034405,silver,150
Coppel,Coppel,,20.6713587,-103.3468443,Guadalajara,Jalisco,CED001,0715318931,silver,150
Coppel,,,32.5784089,-115.3598767,Puebla,Baja California,CED002,0362175959,bronze,150
Coppel,,,19.407507,-99.1449147,Benito Juarez,Mexico City,CED001,0768381577,silver,150
Coppel Villa Coapa,Coppel,,19.2999124,-99.108038,Xochimilco,Mexico City,CED001,0663639155,silver,150
Coppel,Coppel,,19.3740344,-99.18824,Alvaro Obregon,Mexico City,CED001,0791571945,bronze,150
almacen coppel,,,19.499083,-96.8571295,Jacarandas,Veracruz,CED001,0755381677,silver,150
Coppel,Coppel,8:00-20:00,17.473052,-91.4237779,Tenosique de Pino Suarez,Tabasco,CED003,0523817904,bronze,150
Coppel,Coppel,,24.7671878,-107.6971565,Navolato,Sinaloa,CED002,0190551831,silver,150
Coppel,Coppel,,24.7667511,-107.6988975,Navolato,Sinaloa,CED002,0059546458,silver,150
Coppel,Coppel,,24.7688189,-107.6977278,Navolato,Sinaloa,CED002,0016400535,bronze,150
Coppel,Coppel,,25.8927366,-100.2605686,Emiliano Zapata,Nuevo Leon,CED002,0438274338,silver,150
Coppel,Coppel,,31.7400042,-106.4858453,Ciudad Juarez,Chihuahua,CED002,0772504627,silver,150
Coppel Juárez,,,19.831309,-98.9797306,Tizayuca,Morelos,CED001,0565445862,silver,150
Coppel,Coppel,,19.7703092,-104.3672804,Autlan de Navarro,Jalisco,CED001,0845079777,bronze,150
Coppel,Coppel,Mo-Su 10:00-21:00,18.821958,-97.1617237,Huiloapan de Cuauhtemoc,Veracruz,CED001,0413234694,silver,150
Coppel,Coppel,,18.8485342,-97.1054843,Orizaba,Veracruz,CED001,0434047628,silver,150
Coppel,Coppel,Mo-Su 10:00-21:00,18.845034,-97.1067144,Orizaba,Veracruz,CED001,0866817749,silver,150
Coppel,Coppel,Mo-Su 10:00-21:00,18.8486991,-97.0928365,Orizaba,Veracruz,CED001,0743544358,silver,150
Coppel,Coppel,,26.0548109,-98.2934209,Reynosa,Tamaulipas,CED002,0931572212,gold,150
Coppel,Coppel,Mo-Su 10:00-19:00,20.962728,-89.6230092,Merida,Yucatan,CED003,0282988169,gold,150
Coppel,Coppel,,19.3711703,-99.1430705,Colonia Nativitas,Mexico City,CED001,0503560605,bronze,150
Coppel,Coppel,,26.0924626,-98.2772522,Hidalgo,Texas,Unknown,0277711819,silver,150
Coppel,Coppel,,17.9797173,-92.9412116,Villahermosa,Tabasco,CED003,0833987254,gold,150
Coppel,Coppel,,26.0752911,-98.3144157,Reynosa,Tamaulipas,CED002,0813832831,silver,150
Coppel,Coppel,,26.0724064,-98.321851,Reynosa,Tamaulipas,CED002,0506061904,gold,150
Coppel,Coppel,,20.618775,-103.3729818,Altus Bosques,Jalisco,CED001,0158153729,silver,150
Coppel,Coppel,Mo-Su 09:00-20:00,20.3759699,-99.6562273,Huichapan,Hidalgo,CED001,0492389173,silver,150
Coppel,Coppel,Mo-Sa 09:30-20:00,21.0358597,-104.3700209,Ixtlan del Rio,Nayarit,CED001,0728636754,silver,150
Coppel,,,22.2117806,-98.3781428,Oviedo,Veracruz,CED001,0794929569,silver,150
Coppel,Coppel,,18.4507604,-95.2272475,San Andres Tuxtla,Veracruz,CED001,0830205154,silver,150
Coppel,Coppel,,18.4188591,-95.1094996,Catemaco,Veracruz,CED001,0102600874,gold,150
Coppel,Coppel,,19.1983801,-96.1372994,Veracruz,Veracruz,CED001,0290764360,bronze,150
Coppel,Coppel,,19.3568626,-99.2997118,Cuajimalpa,Mexico City,CED001,0049686098,bronze,150
Coppel,Coppel,,19.4052932,-98.925776,San Vicente Chicoloapan,Mexico,CED001,0902270844,gold,150
Coppel,Coppel,,18.4473657,-95.2127452,San Andres Tuxtla,Veracruz,CED001,0970391792,silver,150
Coppel,Coppel,,19.5483626,-96.9290585,Xalapa de Enriquez,Veracruz,CED001,0287319090,silver,150
Coppel,Coppel,,16.2395135,-92.1358419,Comitan,Chiapas,CED003,0249483093,bronze,150
Coppel,,,19.370298,-96.3715658,Cabezas,Veracruz,CED001,0497543202,gold,150
Coppel,Coppel,,18.6151762,-99.1806926,Jojutla,Morelos,CED001,0193476603,gold,150
Coppel,Coppel,,21.9263115,-102.2673528,Cumbres III,Aguascalientes,CED001,0815349153,silver,150
Coppel,,,19.1173072,-98.2365501,Almecatla,Puebla,CED001,0746398604,bronze,150
Coppel,Coppel,Mo-Sa 10:00-19:30; Su 10:00-17:00,16.7544369,-93.1191324,Tuxtla Gutierrez,Chiapas,CED003,0031175021,gold,150
Coppel,Coppel,,20.630997,-103.2667902,Tlaquepaque,Jalisco,CED001,0108556435,silver,150
Coppel,,,23.6481596,-100.6434085,Matehuala,San Luis Potosi,CED001,0663940756,bronze,150
Coppel,Coppel,,19.2042701,-96.161417,Veracruz,Veracruz,CED001,0218407416,silver,150
Coppel,Coppel,,20.9454818,-101.4179269,Silao,Guanajuato,CED001,0822636014,silver,150
Coppel,Coppel,,20.6328439,-105.2299841,Puerto Vallarta,Jalisco,CED001,0411849249,silver,150
Coppel Canadá,Coppel,Mo-Sa 10:00-20:00; Su 10:00-17:00,20.2300596,-103.5725554,Zacoalco de Torres,Jalisco,CED001,0708126271,silver,150
Coppel,Coppel,,19.8849587,-103.6014301,Sayula,Jalisco,CED001,0236140617,silver,150
Coppel,Coppel,,19.7028848,-103.4653308,Ciudad Guzman,Jalisco,CED001,0612916836,bronze,150
Coppel Canadá,Coppel,,19.956044,-104.2626724,Union de Tula,Jalisco,CED001,0779254125,silver,150
Coppel,Coppel,Mo-Sa 10:00-20:00; Su 10:00-17:00,20.3762277,-102.9273271,Poncitlan,Jalisco,CED001,0633192498,silver,150
Coppel,Coppel,Mo-Sa 10:00-20:00; Su 10:00-16:00,20.3474149,-102.7739365,Ocotlan,Jalisco,CED001,0311819400,gold,150
Coppel,Coppel,,20.5506263,-102.5099501,Atotonilco el Alto,Jalisco,CED001,0681035729,gold,150
Coppel,Coppel,,20.5444652,-103.4656743,Nicolas R Casillas,Jalisco,CED001,0899313651,gold,150
Coppel,Coppel,,19.5559423,-103.3769937,Tuxpan,Jalisco,CED001,0154461736,bronze,150
Coppel,Coppel,,19.1070445,-104.3350004,Manzanillo,Colima,CED001,0688976709,gold,150
Cedis Coppel,,,20.5734951,-103.3378771,Las Pintas de Arriba,Jalisco,CED001,0502904870,silver,150
Coppel,Coppel,,19.23779,-104.560257,Cihuatlan,Jalisco,CED001,0559681716,silver,150
Coppel,Coppel,,20.6123874,-103.4300737,La Tijera,Jalisco,CED001,0491735993,bronze,150
Coppel,Coppel,,20.5843057,-101.2300986,Salamanca,Guanajuato,CED001,0465182500,bronze,150
Coppel,Coppel,,18.8421502,-98.9402245,Tierra Larga (Campo Nuevo),Morelos,CED001,0099046115,silver,150
Coppel Cantores,,,21.144049,-98.4151342,Huejutla de Reyes,Hidalgo,CED001,0880409250,gold,150
Coppel,,,23.077146,-109.704575,San Jose del Cabo,Baja California Sur,CED002,0579954952,bronze,150
Coppel,,,25.1920162,-99.8198163,Montemorelos,Nuevo Leon,CED002,0928499404,gold,150
Coppel,Coppel,,20.6576244,-101.3420185,Irapuato,Guanajuato,CED001,0336402523,silver,150
Coppel,Coppel,,25.9871093,-98.0981347,Rio Bravo,Tamaulipas,CED002,0102353150,silver,150
Coppel,Coppel,,27.6822777,-105.1646507,Ciudad Camargo,Chihuahua,CED002,0815856263,gold,150
Coppel,Coppel,,20.4953069,-97.4713376,Coatzintla,Veracruz,CED001,0367242293,gold,150
Coppel,Coppel,,25.7142195,-100.1048354,Loma la Paz,Nuevo Leon,CED002,0807124790,silver,150
Coppel,Coppel,,19.7783097,-98.5689783,Ciudad Sahagun,Hidalgo,CED001,0392699172,silver,150
Coppel,,Mo-Sa 10:00-20:30; Su 10:00-16:00,21.8865626,-102.2975847,Aguascalientes,Aguascalientes,CED001,0046050132,bronze,150
Coppel,Coppel,,18.4618962,-97.3937643,Tehuacan,Puebla,CED001,0303106493,bronze,150
Coppel,Coppel,,26.8254356,-109.6433112,Huatabampo,Sonora,CED002,0574166836,bronze,150
Coppel,Coppel,,18.8930199,-96.9286709,Cordoba,Veracruz,CED001,0651752877,silver,150
Coppel,,,18.9250302,-99.2379686,Cuernavaca,Morelos,CED001,0355947331,bronze,150
Coppel,Coppel,,19.4605646,-99.2523437,Naucalpan de Juarez,Mexico,CED001,0589093029,gold,150
Coppel,Coppel,Mo-Su 09:00-21:00,19.4585739,-99.2380445,Naucalpan de Juarez,Mexico,CED001,0032363578,bronze,150
Coppel,Coppel,,19.1769315,-99.4696495,Santiago Tianguistenco,Mexico,CED001,0182595964,silver,150
Coppel,Coppel,,21.4374828,-102.5754005,Teocaltiche,Jalisco,CED001,0605232729,silver,150
Coppel Caracol,,,20.5026097,-86.9386551,San Miguel de Cozumel,Quintana Roo,CED003,0398580624,bronze,150
Coppel,Coppel,,25.8045836,-100.3426132,General Escobedo,Nuevo Leon,CED002,0280156734,silver,150
Cedis Coppel,,,18.9028274,-96.9764745,Cordoba (Santa Leticia),Veracruz,CED001,0958876048,bronze,150
